contentSize,gender,titleCount,wasShared,imageLevel,relevancy,videos,isWeekend,browser,readTime,channels
173115,Male,5,no,blurred,yes,low,yes,edge,9.9,sports
333701,Male,3,no,noImage,yes,high,yes,edge,4,sports
48121,Male,2,no,noImage,yes,low,no,firefox,1,business
186256,Male,5,no,noImage,yes,high,no,firefox,4,sports
104525,Male,3,no,noImage,no,high,no,firefox,4,sports
104097,Male,3,no,blurred,no,high,yes,firefox,6,sports
212806,Male,7,no,noImage,no,medium,no,firefox,3.6,sports
203353,Female,2,no,noImage,yes,high,yes,firefox,4.5,news
130126,Male,4,yes,noImage,no,high,yes,firefox,8,sports
270043,Female,2,no,noImage,yes,high,yes,firefox,3,lifestyle
218435,Female,5,no,noImage,yes,medium,no,firefox,2,sports
154120,Male,3,no,noImage,yes,medium,yes,firefox,6.5,sports
193537,Female,4,no,noImage,maybe,high,no,firefox,4,sports
84535,Female,4,no,noImage,yes,medium,no,firefox,4.8,sports
150999,Male,5,yes,noImage,no,high,yes,firefox,4,sports
157673,Male,3,no,noImage,no,high,no,firefox,4,business
217424,Male,7,no,noImage,no,high,no,firefox,2.4,sports
358886,Male,5,no,blurred,no,high,no,firefox,5,sports
186191,Male,4,no,noImage,yes,high,yes,firefox,4,sports
212660,Male,8,no,noImage,no,low,yes,firefox,1,entertainment
31740,Male,3,no,noImage,no,high,yes,firefox,5.5,entertainment
498785,Male,4,no,noImage,yes,high,no,firefox,4,sports
35945,Male,4,yes,high,no,high,no,firefox,4.5,entertainment
162566,Female,5,no,noImage,yes,high,yes,firefox,5,news
118861,Male,3,yes,noImage,no,high,no,opera,5,sports
206609,Male,3,no,noImage,yes,medium,no,firefox,3.5,sports
423064,Male,3,no,noImage,yes,high,no,edge,3.5,business
191957,Male,5,yes,noImage,no,medium,yes,edge,4,sports
223934,Female,4,yes,noImage,maybe,high,no,firefox,1.7,sports
129246,Male,6,no,noImage,no,high,no,firefox,4,lifestyle
195486,Male,4,no,noImage,no,medium,no,edge,7,entertainment
114580,Female,4,no,noImage,yes,high,no,firefox,4,sports
119215,Male,2,no,noImage,yes,high,no,firefox,4,sports
240554,Male,5,yes,noImage,no,low,yes,firefox,4,sports
199067,Male,6,yes,high,no,low,yes,firefox,4.2,sports
144084,Female,5,no,noImage,yes,high,no,firefox,4,sports
358682,Male,4,no,noImage,no,high,no,firefox,4,sports
59612,Male,5,yes,noImage,no,high,yes,firefox,4,news
391585,Male,5,yes,high,no,low,yes,firefox,4,business
101345,Female,3,no,noImage,yes,high,no,firefox,2.6,news
117618,Male,2,no,noImage,yes,low,no,firefox,4,sports
231238,Male,3,no,noImage,yes,high,yes,edge,4,sports
143046,Female,4,no,noImage,yes,high,no,firefox,4,news
326857,Male,5,yes,noImage,no,medium,yes,firefox,6.5,sports
203642,Female,4,yes,noImage,yes,high,yes,firefox,4,sports
88579,Female,6,no,noImage,yes,high,no,firefox,3.8,sports
240517,Female,2,no,noImage,yes,high,no,firefox,7,sports
156649,Male,6,no,noImage,yes,high,no,edge,4,news
143392,Female,3,no,noImage,maybe,high,yes,firefox,4,sports
365465,Male,4,no,noImage,yes,high,no,firefox,7,sports
264710,Female,2,no,noImage,yes,medium,yes,firefox,4,business
223830,Female,6,no,noImage,yes,high,yes,firefox,3.8,business
154374,Male,4,yes,noImage,no,high,no,firefox,5,sports
242521,Male,4,no,noImage,no,high,no,firefox,4,business
124569,Female,3,no,noImage,yes,high,no,firefox,4,sports
209230,Female,3,no,noImage,yes,high,no,firefox,0.6,sports
162228,Male,2,no,noImage,yes,high,no,firefox,4,sports
60267,Male,5,yes,noImage,no,high,no,firefox,4,business
76901,Male,6,yes,noImage,no,low,yes,firefox,5.5,entertainment
137876,Male,2,no,noImage,yes,high,no,firefox,5,sports
347910,Male,7,no,noImage,no,low,no,firefox,3.5,entertainment
138917,Male,3,no,noImage,yes,high,yes,firefox,3.5,news
532379,Male,3,no,noImage,no,high,no,firefox,4,sports
31532,Male,6,no,noImage,no,high,yes,firefox,4,sports
30973,Male,4,no,noImage,no,low,no,firefox,4,entertainment
117295,Male,5,yes,noImage,no,low,no,firefox,5,sports
295282,Male,3,no,noImage,no,high,no,firefox,4.8,sports
190786,Male,4,no,noImage,no,high,yes,firefox,4,sports
246207,Female,2,no,noImage,yes,high,yes,edge,4,sports
130780,Male,5,no,noImage,no,high,no,edge,4,sports
186212,Male,4,no,noImage,no,high,yes,firefox,5,sports
175526,Male,4,no,noImage,no,high,no,firefox,4,sports
207025,Female,4,no,low,yes,high,no,firefox,3.8,sports
82622,Male,4,no,noImage,yes,high,yes,firefox,4.5,business
199688,Male,5,yes,noImage,no,low,yes,firefox,6,sports
318886,Male,4,no,noImage,no,high,yes,edge,5.2,business
256005,Male,2,no,noImage,yes,high,no,firefox,4,sports
217715,Female,6,no,noImage,yes,medium,no,firefox,0.3,entertainment
205803,Male,5,yes,high,no,medium,yes,firefox,4,sports
240491,Male,8,no,noImage,no,high,no,firefox,4,entertainment
154120,Male,3,no,noImage,yes,high,no,firefox,4.5,sports
69251,Male,4,no,noImage,no,high,no,opera,4,sports
333505,Male,2,no,noImage,yes,high,no,firefox,4,sports
168521,Female,3,no,noImage,yes,low,yes,firefox,5,sports
193568,Female,6,no,noImage,yes,high,no,firefox,4,sports
426895,Male,2,no,noImage,yes,high,no,firefox,5.5,sports
131826,Male,5,no,noImage,no,medium,no,firefox,4,entertainment
79646,Male,5,no,noImage,no,high,yes,firefox,5,sports
167031,Female,3,no,noImage,yes,high,yes,chrome,3.3,sports
73199,Male,3,no,noImage,yes,high,yes,opera,4,sports
114056,Male,5,no,noImage,no,high,yes,firefox,8.4,sports
110417,Male,6,no,noImage,no,high,no,firefox,7.5,entertainment
33266,Male,6,no,noImage,no,high,no,firefox,4,sports
154410,Male,4,yes,noImage,no,high,no,firefox,4,sports
154537,Female,6,yes,noImage,yes,high,no,firefox,5,lifestyle
27780,Female,2,no,noImage,yes,medium,no,firefox,2.5,sports
142914,Female,3,no,noImage,maybe,high,yes,firefox,7.5,sports
190987,Female,4,yes,high,maybe,medium,no,firefox,4,sports
314422,Female,2,no,noImage,yes,medium,no,firefox,3,sports
273771,Male,3,no,noImage,yes,high,yes,firefox,4.5,news
175083,Male,3,no,noImage,yes,high,no,firefox,5.2,sports
63665,Male,2,no,noImage,yes,high,no,firefox,1.5,sports
193416,Female,2,no,noImage,yes,high,no,firefox,4,news
74275,Male,5,no,noImage,no,high,no,firefox,4,sports
122609,Female,3,no,noImage,yes,high,no,firefox,4,sports
225456,Male,5,yes,noImage,no,high,yes,firefox,4,sports
116892,Male,4,no,noImage,no,high,no,firefox,4,news
196971,Female,3,no,noImage,yes,high,yes,firefox,7.2,sports
105312,Female,2,no,noImage,yes,medium,no,firefox,3.5,sports
108699,Female,5,no,noImage,yes,high,no,firefox,6,sports
171615,Male,4,no,noImage,no,high,no,firefox,4.5,sports
388023,Female,4,no,noImage,yes,low,no,firefox,3.8,sports
181553,Male,4,no,noImage,yes,low,yes,firefox,5.5,sports
170850,Male,5,yes,noImage,no,high,no,firefox,4.4,sports
187479,Male,3,no,noImage,no,low,no,firefox,5.5,sports
277720,Female,4,no,noImage,maybe,high,no,firefox,3.5,sports
493862,Male,5,yes,high,no,low,no,edge,3.8,news
220754,Female,3,no,noImage,yes,high,no,firefox,7,sports
209768,Male,3,no,noImage,no,low,no,firefox,4,entertainment
93225,Male,4,no,noImage,no,high,no,firefox,4,sports
341709,Male,3,no,noImage,yes,high,no,firefox,4,business
236242,Female,3,no,noImage,yes,high,yes,firefox,3,sports
121889,Female,2,no,noImage,yes,medium,no,edge,2,sports
318190,Male,2,no,noImage,yes,high,yes,firefox,1.5,sports
111306,Female,6,no,noImage,yes,high,no,firefox,1,entertainment
198614,Female,2,no,noImage,yes,medium,yes,edge,0.8,sports
193231,Male,3,no,noImage,no,high,no,firefox,4,sports
104614,Female,3,no,noImage,yes,high,yes,firefox,4,lifestyle
172368,Male,2,no,noImage,yes,high,yes,firefox,2,sports
60331,Male,2,no,noImage,yes,high,no,firefox,6,sports
154568,Male,4,no,noImage,no,low,yes,opera,4,sports
192939,Male,4,yes,noImage,no,high,yes,firefox,6,sports
138184,Female,4,no,noImage,yes,high,no,edge,3.5,sports
238567,Male,5,yes,noImage,no,low,yes,firefox,4,sports
208068,Male,3,no,noImage,no,high,no,chrome,4,sports
181810,Male,5,no,blurred,no,high,no,edge,4,sports
283918,Female,2,no,noImage,yes,high,no,edge,2.5,business
107276,Female,4,yes,noImage,yes,low,no,firefox,4,sports
37783,Female,2,no,noImage,yes,medium,no,firefox,4,sports
263552,Male,3,no,noImage,yes,high,no,firefox,5,sports
255439,Male,5,no,noImage,yes,high,no,firefox,4,sports
344275,Male,3,no,noImage,yes,high,no,firefox,4.4,entertainment
70568,Female,3,no,noImage,yes,high,no,firefox,2.5,sports
127827,Female,2,no,noImage,yes,medium,no,firefox,2.5,sports
185203,Female,4,no,noImage,yes,medium,no,firefox,4,sports
123436,Male,6,yes,high,no,low,yes,firefox,5,sports
136322,Male,5,no,noImage,no,high,no,firefox,4,entertainment
187052,Female,2,no,noImage,yes,high,no,firefox,4,sports
177769,Male,7,no,noImage,no,medium,yes,firefox,1.5,sports
68268,Male,6,no,noImage,no,high,yes,firefox,5.5,sports
424855,Male,4,no,blurred,no,high,no,firefox,4,sports
81853,Female,4,no,noImage,yes,high,no,opera,4,business
153549,Male,3,yes,noImage,no,low,no,firefox,5,entertainment
271393,Female,4,no,noImage,yes,low,yes,firefox,4,sports
198148,Male,2,no,noImage,yes,high,no,firefox,4,sports
469602,Male,7,no,noImage,no,medium,yes,firefox,1.5,sports
163290,Female,4,no,noImage,yes,medium,no,firefox,4,sports
295949,Male,4,no,noImage,yes,high,no,firefox,4,sports
125279,Male,3,no,noImage,no,medium,no,firefox,6,entertainment
182866,Female,6,no,noImage,yes,high,no,firefox,4,news
111563,Male,6,yes,noImage,no,high,yes,firefox,2,entertainment
34173,Female,4,no,noImage,yes,medium,yes,firefox,4.5,sports
183627,Male,3,yes,noImage,no,low,yes,firefox,5,sports
197757,Female,2,no,noImage,yes,high,yes,opera,4,sports
98941,Male,4,yes,noImage,yes,high,yes,firefox,4,sports
205474,Male,4,yes,noImage,no,medium,yes,firefox,4,sports
206659,Female,5,no,noImage,yes,high,no,firefox,4,sports
191394,Male,7,no,noImage,no,high,yes,firefox,4,lifestyle
244661,Male,7,no,noImage,no,high,yes,opera,4,sports
47396,Male,5,yes,noImage,no,high,no,firefox,5,sports
270721,Male,4,yes,noImage,no,low,yes,firefox,5.5,business
32694,Male,6,yes,noImage,no,high,yes,firefox,4,business
171256,Female,4,no,noImage,yes,high,yes,firefox,4.5,sports
169982,Male,6,no,noImage,no,low,yes,firefox,5,sports
217210,Female,5,no,noImage,yes,high,no,edge,4,entertainment
218329,Male,5,no,noImage,yes,high,no,firefox,4,sports
386643,Female,2,no,noImage,yes,high,no,firefox,4,sports
125933,Male,4,yes,noImage,no,high,no,firefox,4,business
155767,Male,4,no,noImage,no,low,no,firefox,5,entertainment
432555,Male,4,no,noImage,no,high,no,edge,4,business
54929,Male,3,no,noImage,no,medium,no,firefox,5.5,sports
162136,Male,6,no,noImage,yes,high,no,firefox,5.6,sports
256504,Female,2,no,noImage,yes,high,yes,firefox,4,sports
162098,Female,4,no,noImage,yes,high,no,firefox,3,sports
103110,Male,4,no,noImage,no,high,yes,firefox,5,entertainment
227610,Female,2,no,noImage,yes,high,yes,firefox,5.8,sports
176696,Male,6,yes,noImage,no,high,no,firefox,4,sports
220019,Female,5,no,noImage,yes,high,yes,firefox,4,sports
242984,Male,3,no,noImage,yes,low,yes,firefox,5,entertainment
187847,Male,4,yes,noImage,no,low,yes,firefox,5,sports
132636,Female,2,no,noImage,yes,medium,yes,firefox,1.5,sports
108887,Female,2,no,noImage,yes,high,no,firefox,2.5,sports
195897,Male,4,no,noImage,no,high,no,firefox,4,entertainment
112181,Female,4,yes,noImage,maybe,medium,yes,firefox,1.2,sports
391926,Male,6,no,noImage,no,low,no,firefox,4,news
195505,Male,2,no,noImage,yes,medium,yes,firefox,0.5,sports
43819,Female,3,yes,high,maybe,high,yes,firefox,4.3,sports
145389,Female,2,no,noImage,maybe,medium,no,firefox,4,sports
186824,Male,3,no,noImage,yes,high,no,firefox,4,lifestyle
101833,Male,4,no,noImage,yes,high,yes,firefox,4,news
82283,Male,4,no,noImage,no,high,no,opera,4,sports
99602,Female,5,no,noImage,yes,high,no,edge,4,sports
213276,Male,3,no,noImage,no,low,no,firefox,5,sports
424468,Male,6,no,noImage,no,high,no,firefox,4,sports
176123,Male,3,no,noImage,yes,high,yes,opera,4,sports
38797,Male,3,no,noImage,yes,high,yes,firefox,4,sports
101859,Male,3,no,noImage,yes,high,no,firefox,5,sports
87158,Male,5,no,noImage,no,high,no,edge,4,sports
205066,Male,5,no,noImage,no,high,yes,firefox,3.6,entertainment
56929,Male,3,no,noImage,yes,low,yes,edge,5,sports
25322,Male,3,no,noImage,yes,high,yes,opera,4,sports
87950,Female,3,no,noImage,yes,medium,yes,opera,4,sports
150154,Male,3,no,noImage,yes,high,no,firefox,4,sports
142076,Male,6,yes,blurred,yes,medium,no,firefox,3.9,sports
112139,Male,3,no,noImage,no,high,no,firefox,4,business
149217,Male,5,no,noImage,no,high,no,firefox,4,sports
189974,Female,3,no,noImage,yes,high,no,firefox,2,sports
109199,Male,2,no,noImage,no,high,no,firefox,4,sports
190290,Male,2,no,noImage,no,high,yes,firefox,4.5,sports
189404,Male,4,yes,noImage,no,medium,yes,firefox,3.5,sports
428271,Female,3,no,noImage,yes,high,no,edge,3.5,business
134192,Female,2,no,noImage,yes,medium,no,firefox,1,business
168211,Male,5,no,noImage,no,high,no,firefox,4.4,sports
277314,Male,3,yes,noImage,no,medium,yes,edge,5,sports
316120,Male,4,yes,noImage,yes,high,yes,firefox,4,business
107276,Female,4,no,noImage,yes,high,yes,firefox,4.5,sports
112453,Male,5,no,noImage,yes,high,no,opera,0.4,lifestyle
346909,Male,2,no,noImage,no,high,no,firefox,4.4,sports
105017,Male,7,no,noImage,no,high,yes,firefox,4,lifestyle
317360,Female,5,no,noImage,yes,high,yes,firefox,5,sports
189017,Male,2,no,noImage,yes,medium,yes,firefox,5.5,sports
138179,Male,5,no,noImage,no,high,no,firefox,4,sports
299813,Female,4,no,noImage,yes,high,yes,firefox,3.7,sports
265083,Female,5,no,noImage,yes,high,no,firefox,3.5,sports
185846,Male,5,no,noImage,no,medium,no,firefox,4,sports
184655,Male,4,no,noImage,yes,high,yes,firefox,2.5,sports
200295,Male,2,no,noImage,yes,high,no,firefox,4,sports
117319,Male,4,no,noImage,no,high,no,firefox,4,sports
63000,Male,5,yes,noImage,no,medium,no,firefox,6,sports
106942,Male,6,no,noImage,yes,high,no,firefox,4,entertainment
52795,Male,5,no,noImage,no,high,no,firefox,4.6,sports
51264,Male,4,yes,noImage,no,high,yes,firefox,9.9,sports
410919,Male,4,no,noImage,yes,high,no,firefox,3.5,entertainment
105592,Male,2,no,noImage,yes,high,yes,firefox,4.5,sports
183151,Male,3,no,noImage,no,high,no,firefox,4.8,entertainment
209912,Male,5,yes,noImage,no,low,yes,opera,4,sports
275845,Male,5,no,noImage,no,low,no,firefox,6,entertainment
241851,Male,4,yes,blurred,no,high,yes,firefox,4,news
89299,Female,7,no,noImage,yes,high,no,firefox,1.6,sports
106648,Male,6,no,noImage,no,high,no,firefox,1.2,entertainment
58426,Male,3,no,noImage,no,high,no,firefox,5,sports
121912,Male,6,no,noImage,no,high,yes,firefox,4.2,entertainment
170730,Male,4,no,noImage,no,high,no,firefox,5,sports
257555,Male,6,no,noImage,no,medium,no,firefox,4,sports
51499,Male,6,no,noImage,no,high,no,firefox,7.2,entertainment
195000,Female,3,no,noImage,yes,medium,yes,firefox,4.5,sports
108741,Female,6,no,noImage,maybe,low,no,firefox,4,sports
184964,Male,4,yes,noImage,yes,low,yes,firefox,4.5,sports
156815,Female,4,no,noImage,yes,high,no,firefox,4,sports
49325,Male,3,no,noImage,no,high,no,firefox,4,sports
121718,Male,4,no,noImage,no,high,no,firefox,4,sports
172076,Female,2,no,noImage,yes,high,no,firefox,2.5,sports
327901,Male,6,no,noImage,no,high,yes,firefox,4,entertainment
215990,Male,5,no,noImage,no,high,no,firefox,3.5,news
210866,Male,4,yes,noImage,no,low,no,firefox,4.4,sports
322873,Female,3,no,noImage,yes,medium,no,firefox,5,sports
265698,Female,4,no,noImage,yes,high,yes,firefox,4,sports
26990,Male,7,no,noImage,no,high,no,firefox,6,lifestyle
177896,Male,5,no,noImage,no,high,no,firefox,5,sports
189107,Male,5,no,noImage,no,high,no,firefox,4,sports
306830,Male,3,no,noImage,no,high,yes,firefox,4,sports
39110,Female,7,no,noImage,yes,high,yes,firefox,0.8,business
155475,Male,3,no,noImage,no,medium,no,firefox,4,sports
135803,Male,5,no,noImage,no,high,no,opera,2.5,sports
117849,Male,5,yes,noImage,no,high,no,firefox,4,sports
339321,Male,6,yes,noImage,no,high,yes,firefox,2.4,entertainment
318822,Female,2,no,noImage,yes,high,yes,firefox,3.5,sports
174794,Female,5,no,noImage,yes,high,yes,firefox,4,sports
204277,Male,4,yes,noImage,no,high,no,firefox,4.8,sports
182460,Male,6,yes,high,no,high,no,firefox,3.5,sports
193920,Female,2,no,noImage,yes,high,yes,firefox,4.5,sports
91468,Female,4,no,noImage,yes,high,no,firefox,4,business
106760,Female,4,yes,noImage,maybe,high,no,firefox,5,sports
375680,Female,3,no,noImage,yes,high,yes,edge,4,sports
222615,Male,6,no,noImage,no,low,yes,firefox,6,entertainment
190968,Male,2,no,noImage,no,high,no,firefox,4,sports
76767,Female,4,no,noImage,yes,high,no,firefox,6,sports
203098,Male,5,no,noImage,no,low,yes,firefox,3.5,entertainment
162187,Male,5,yes,noImage,no,high,no,firefox,4,news
242729,Female,3,no,noImage,yes,medium,yes,firefox,2,sports
253784,Female,5,no,noImage,yes,high,yes,firefox,2,sports
206051,Male,3,no,noImage,no,high,no,firefox,4,sports
181553,Male,4,no,noImage,yes,high,no,firefox,5,entertainment
80986,Male,7,no,noImage,no,medium,no,firefox,2,entertainment
200783,Male,5,no,noImage,yes,high,no,firefox,6,sports
42596,Male,3,no,noImage,no,low,no,firefox,4.5,sports
464502,Male,2,no,noImage,yes,medium,yes,edge,4,sports
205724,Male,7,yes,noImage,no,medium,no,firefox,2.4,sports
446140,Male,2,no,noImage,yes,medium,no,firefox,5.5,sports
32287,Male,7,no,noImage,no,high,yes,firefox,2.5,news
56774,Male,2,no,noImage,yes,high,no,firefox,4,sports
308118,Female,6,no,noImage,yes,high,yes,firefox,4,sports
176279,Female,4,no,noImage,yes,high,no,firefox,3,sports
103277,Female,2,no,noImage,yes,high,no,firefox,3.5,sports
225780,Male,7,yes,noImage,no,low,no,firefox,2,entertainment
154728,Male,5,yes,high,no,medium,yes,firefox,4,sports
149943,Male,3,no,noImage,yes,high,no,opera,4,sports
22245,Male,4,yes,noImage,no,high,yes,firefox,4.5,business
93056,Male,3,no,noImage,yes,high,no,firefox,4,sports
270522,Female,4,no,noImage,yes,high,no,firefox,2.6,sports
123218,Male,6,no,noImage,no,low,no,firefox,4,entertainment
123959,Female,8,no,noImage,yes,high,yes,firefox,0.3,entertainment
103642,Male,3,no,noImage,no,low,no,firefox,5.5,entertainment
157747,Male,3,no,noImage,no,high,no,firefox,4.5,sports
154083,Male,5,no,noImage,yes,low,yes,firefox,2.5,entertainment
23037,Male,3,no,noImage,yes,high,no,opera,8.4,business
226891,Female,2,no,noImage,yes,high,no,opera,2,lifestyle
50028,Male,3,no,noImage,no,high,no,firefox,4,sports
138251,Male,5,no,noImage,no,high,no,firefox,6,sports
369825,Male,3,no,noImage,yes,high,no,firefox,2.5,sports
44364,Female,4,no,noImage,yes,high,no,edge,3.6,business
230704,Male,2,no,noImage,yes,high,no,edge,2.2,sports
42044,Male,4,no,noImage,no,high,no,firefox,3,sports
56340,Female,3,no,noImage,yes,high,yes,firefox,4,news
156015,Male,3,yes,noImage,no,low,yes,firefox,4,business
163434,Male,4,no,noImage,no,high,no,firefox,4,sports
85251,Male,3,no,noImage,no,high,no,firefox,4.5,sports
187411,Male,4,yes,noImage,no,low,no,firefox,4,entertainment
155124,Female,5,no,noImage,yes,high,yes,firefox,4,sports
396633,Female,3,yes,noImage,maybe,high,no,edge,5.6,sports
182313,Male,5,yes,high,no,low,yes,firefox,5,sports
52596,Female,4,no,noImage,yes,high,no,edge,4,sports
260111,Male,7,yes,noImage,no,high,no,firefox,4,lifestyle
143570,Female,7,no,noImage,yes,high,no,edge,4,news
160634,Male,3,yes,noImage,yes,high,yes,firefox,4,sports
29909,Female,5,no,noImage,maybe,high,yes,firefox,4.3,sports
94215,Female,5,no,noImage,yes,high,no,firefox,4,sports
151990,Female,4,yes,noImage,maybe,high,yes,firefox,1.5,entertainment
188081,Male,5,yes,noImage,no,high,no,firefox,4,business
218445,Female,2,no,noImage,yes,high,no,firefox,1.2,sports
235775,Male,8,no,noImage,no,high,no,firefox,2.5,sports
98605,Female,2,no,noImage,yes,high,no,firefox,2,sports
188398,Female,3,no,noImage,yes,high,no,firefox,3,sports
140365,Male,4,yes,noImage,no,low,yes,firefox,5.5,entertainment
202950,Male,4,yes,noImage,no,low,no,firefox,5.5,sports
218215,Female,2,no,noImage,yes,high,no,firefox,4,sports
197816,Male,7,yes,high,no,low,yes,firefox,4,entertainment
147002,Female,5,no,noImage,yes,high,no,firefox,4,sports
138497,Male,5,yes,noImage,no,medium,yes,firefox,4.5,sports
57711,Female,2,yes,noImage,maybe,high,yes,firefox,3.5,sports
169925,Male,5,no,noImage,no,high,no,firefox,1.5,sports
72310,Male,2,no,noImage,yes,high,yes,firefox,6.5,sports
170800,Male,2,no,noImage,yes,high,no,firefox,2,sports
215095,Female,4,no,noImage,yes,high,yes,firefox,3,sports
480717,Male,5,no,noImage,no,high,yes,opera,3.8,sports
34632,Male,6,no,noImage,yes,high,yes,firefox,3,news
140664,Male,5,no,noImage,yes,high,yes,firefox,5.5,sports
177858,Male,4,no,noImage,yes,high,yes,firefox,4,news
160369,Male,4,yes,noImage,no,low,yes,firefox,4.5,sports
129102,Male,4,no,noImage,no,low,no,firefox,5,sports
278522,Male,5,no,noImage,no,high,no,edge,4,news
124953,Male,3,yes,noImage,no,medium,yes,firefox,4.2,business
63184,Male,3,no,noImage,yes,high,no,firefox,4,sports
165815,Male,4,no,noImage,yes,high,no,firefox,4,entertainment
248584,Male,3,no,noImage,yes,high,no,firefox,5.5,sports
226871,Male,5,yes,noImage,yes,high,yes,edge,5,news
267717,Male,4,yes,high,no,high,yes,firefox,4.5,sports
60367,Female,2,no,noImage,yes,high,no,firefox,1.3,sports
134120,Female,4,yes,noImage,maybe,high,no,firefox,4,sports
95639,Male,4,no,noImage,yes,high,no,opera,4,sports
132053,Female,2,no,noImage,yes,high,no,firefox,0.2,sports
138768,Male,2,no,noImage,yes,high,yes,firefox,3,sports
203910,Male,8,no,noImage,yes,high,no,firefox,1.7,sports
109952,Male,2,no,noImage,yes,medium,no,firefox,4,sports
155781,Male,3,yes,noImage,yes,high,yes,firefox,4,sports
49398,Male,3,no,noImage,no,medium,no,firefox,4,sports
159303,Female,3,no,noImage,yes,high,no,firefox,4,sports
248339,Male,2,no,noImage,yes,high,no,firefox,3.5,sports
190539,Male,3,no,noImage,yes,low,yes,firefox,5,sports
183620,Male,3,no,noImage,no,medium,no,firefox,4.5,sports
25468,Male,5,yes,high,yes,low,yes,firefox,5,sports
201495,Male,4,no,noImage,no,low,yes,firefox,4,sports
52221,Male,4,no,noImage,no,high,yes,firefox,4,sports
96460,Male,5,yes,high,no,low,no,firefox,6,entertainment
325353,Male,4,yes,high,no,high,yes,firefox,4.2,sports
176027,Female,3,no,noImage,yes,high,no,firefox,2.8,entertainment
266135,Male,4,yes,noImage,no,high,no,firefox,5.2,news
194252,Female,6,yes,blurred,maybe,low,yes,firefox,4,business
164835,Female,8,no,noImage,yes,high,no,firefox,2.5,lifestyle
363192,Female,2,no,noImage,yes,high,yes,firefox,4,sports
31360,Male,3,no,noImage,yes,high,no,firefox,4,sports
63503,Male,4,yes,noImage,no,high,yes,firefox,4,sports
157614,Male,4,no,noImage,yes,medium,no,firefox,3.8,sports
160647,Female,5,yes,blurred,yes,high,yes,firefox,3.5,sports
363395,Female,4,no,noImage,yes,medium,no,edge,4,sports
338376,Male,3,yes,noImage,no,high,no,firefox,5,sports
87523,Female,3,no,noImage,yes,medium,no,firefox,4,sports
280714,Male,2,no,noImage,yes,high,no,firefox,4,sports
119565,Male,5,yes,noImage,no,medium,yes,firefox,4,entertainment
171482,Male,4,yes,noImage,no,high,no,firefox,5.6,news
49249,Male,4,yes,noImage,no,low,yes,firefox,5,entertainment
331552,Female,2,no,noImage,yes,high,no,firefox,3,sports
174426,Male,5,no,noImage,no,high,no,firefox,4,sports
184105,Male,4,no,noImage,yes,high,no,firefox,2.8,sports
37933,Female,3,no,noImage,yes,low,yes,edge,4,sports
291529,Male,6,yes,blurred,no,low,yes,firefox,1.3,entertainment
376416,Male,2,no,noImage,yes,high,yes,firefox,4,sports
263612,Female,2,no,noImage,yes,high,no,edge,4,sports
227471,Male,2,no,noImage,yes,high,no,firefox,2.4,sports
191103,Male,4,no,noImage,yes,high,no,firefox,4,sports
35644,Male,3,yes,noImage,no,high,no,firefox,4,sports
227298,Male,4,no,noImage,yes,medium,yes,firefox,4.5,entertainment
187508,Male,3,no,noImage,yes,high,no,firefox,4,business
184378,Male,4,no,noImage,no,medium,no,firefox,6,sports
190333,Male,5,no,noImage,yes,high,no,firefox,2.5,entertainment
155372,Female,5,no,noImage,yes,high,no,firefox,3.6,sports
259882,Female,4,no,noImage,yes,medium,yes,edge,0.6,sports
217077,Male,4,no,noImage,no,medium,no,firefox,5,sports
103596,Male,3,no,noImage,no,high,yes,firefox,4,sports
188236,Female,4,yes,noImage,maybe,high,no,firefox,4,news
353010,Male,2,no,noImage,yes,high,yes,firefox,1,sports
70655,Male,4,no,noImage,yes,high,no,firefox,4,news
64874,Male,4,no,noImage,yes,medium,yes,firefox,4,entertainment
219240,Female,4,no,noImage,yes,high,no,firefox,2.2,business
104849,Male,5,no,noImage,no,high,yes,opera,4,entertainment
173590,Male,4,yes,noImage,no,low,yes,firefox,5,sports
412316,Male,2,no,noImage,yes,medium,no,edge,4,sports
195835,Male,6,no,noImage,no,low,no,firefox,4,entertainment
170579,Male,5,yes,noImage,no,high,no,firefox,4,news
230545,Female,6,no,noImage,yes,high,no,firefox,3.5,business
162297,Female,7,no,noImage,yes,medium,no,firefox,2,sports
169549,Male,5,yes,noImage,no,high,no,firefox,4,sports
117528,Female,4,no,noImage,yes,high,yes,firefox,4.5,sports
273876,Male,3,no,noImage,yes,medium,yes,firefox,6.5,sports
529104,Male,3,no,noImage,no,high,yes,firefox,5,sports
456110,Female,4,no,noImage,yes,high,yes,firefox,5.2,business
180868,Female,4,no,noImage,yes,high,yes,edge,4,lifestyle
170301,Female,3,no,blurred,maybe,high,no,firefox,4,sports
55717,Male,3,no,noImage,yes,high,no,firefox,4,sports
166181,Female,5,no,noImage,yes,high,no,edge,3.6,sports
52242,Female,2,yes,noImage,maybe,medium,no,firefox,4,sports
224629,Male,3,no,noImage,yes,low,yes,chrome,3,sports
197997,Male,2,no,noImage,yes,high,no,firefox,4,sports
46144,Female,3,no,noImage,yes,high,no,firefox,4,sports
180871,Male,3,no,noImage,no,high,yes,firefox,5.5,business
212311,Female,3,no,noImage,yes,high,no,edge,4,sports
232874,Male,4,no,noImage,no,medium,yes,firefox,4,sports
175999,Male,6,no,noImage,no,high,no,firefox,4,sports
177121,Female,4,no,noImage,yes,high,no,firefox,5.8,sports
